employee_id,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,hours_per_week,years_experience,team_size,burn_rate
EMP_03249,Female,Service,No,2,7.6,0.33,62,11,29,0.4919
EMP_03250,Female,Product,No,4,7.7,0.84,63,3,9,0.6708
EMP_03251,Male,Service,Yes,1,5.5,6.99,62,13,24,0.3992
EMP_03252,Male,Product,Yes,3,1.1,4.86,48,6,26,0.3553
EMP_03253,Female,Product,Yes,1,3.4,1.93,49,15,29,0.2191
EMP_03254,Male,Product,Yes,4,3.9,5.93,39,2,10,0.393
EMP_03255,Male,Service,Yes,4,8.7,5.45,48,2,5,0.7573
EMP_03256,Male,Product,No,3,8.6,0.89,41,14,13,0.5684
EMP_03257,Female,Service,Yes,4,1.9,6.4,39,2,6,0.4316
EMP_03258,Male,Product,No,1,9.5,7.67,36,5,4,0.5299
EMP_03259,Male,Service,No,2,2.6,2.87,69,16,3,0.3129
EMP_03260,Female,Product,No,1,4.7,6.87,40,8,9,0.3933
EMP_03261,Male,Service,No,4,2.9,2.0,45,8,26,0.3433
EMP_03262,Male,Service,Yes,3,8.7,7.57,62,11,14,0.6105
EMP_03263,Male,Service,No,3,7.7,9.12,67,13,10,0.5781
EMP_03264,Male,Service,Yes,5,4.2,4.42,46,15,15,0.4064
EMP_03265,Female,Service,No,3,7.1,2.45,54,4,8,0.7121
EMP_03266,Male,Product,Yes,3,2.7,3.99,60,8,9,0.4042
EMP_03267,Male,Product,Yes,4,4.4,2.5,30,16,26,0.2965
EMP_03268,Female,Product,Yes,2,4.4,0.01,68,16,22,0.2832
EMP_03269,Female,Product,Yes,2,3.1,6.5,49,10,26,0.372
EMP_03270,Female,Product,Yes,4,8.9,0.43,38,2,8,0.7138
EMP_03271,Male,Product,Yes,3,7.1,2.1,31,18,14,0.4434
EMP_03272,Male,Product,No,1,3.5,7.22,30,16,9,0.2891
EMP_03273,Female,Service,Yes,2,3.2,6.66,68,4,12,0.418
EMP_03274,Male,Product,Yes,4,1.2,0.73,34,19,9,0.1381
EMP_03275,Female,Service,Yes,1,4.1,6.6,41,8,26,0.4411
EMP_03276,Female,Product,Yes,3,5.7,9.31,43,8,29,0.4647
EMP_03277,Female,Service,Yes,4,3.5,0.75,68,14,17,0.4684
EMP_03278,Male,Service,No,2,7.3,4.16,61,16,23,0.43
EMP_03279,Male,Product,Yes,1,4.7,7.29,69,6,4,0.4943
EMP_03280,Female,Product,Yes,1,3.8,6.68,38,18,10,0.1482
EMP_03281,Male,Product,Yes,2,9.5,2.27,62,8,19,0.7437
EMP_03282,Male,Product,Yes,1,3.4,1.63,54,19,18,0.2252
EMP_03283,Female,Service,Yes,2,4.6,7.84,67,4,15,0.4328
EMP_03284,Female,Service,No,4,4.4,9.56,43,4,20,0.4241
EMP_03285,Male,Product,Yes,5,3.2,7.68,38,7,23,0.4785
EMP_03286,Male,Product,Yes,3,3.0,9.63,56,8,6,0.4868
EMP_03287,Male,Product,No,4,3.7,6.05,48,9,14,0.4332
EMP_03288,Female,Product,Yes,3,8.8,9.29,54,1,13,0.7764
EMP_03289,Female,Service,No,3,7.9,6.9,61,17,4,0.5036
EMP_03290,Male,Product,Yes,2,7.1,9.09,51,7,22,0.5737
EMP_03291,Male,Product,Yes,5,5.1,1.62,58,10,25,0.5438
EMP_03292,Female,Product,No,3,5.6,8.16,57,1,23,0.6223
EMP_03293,Male,Product,Yes,3,3.4,1.97,42,18,18,0.2387
EMP_03294,Male,Service,No,4,1.7,0.27,57,14,15,0.2997
EMP_03295,Non-binary,Product,Yes,5,4.0,5.18,32,19,6,0.316
EMP_03296,Male,Service,No,5,5.5,3.18,59,18,4,0.5804
EMP_03297,Female,Service,No,3,1.5,0.44,40,13,20,0.2041
EMP_03298,Male,Product,No,5,1.8,9.8,31,7,3,0.3935
EMP_03299,Male,Product,No,4,3.4,6.66,38,2,28,0.4484
EMP_03300,Female,Service,No,2,4.3,9.02,62,7,24,0.4834
EMP_03301,Male,Service,Yes,3,4.5,9.99,55,10,8,0.3627
EMP_03302,Non-binary,Service,Yes,1,2.1,3.92,45,17,22,0.0925
EMP_03303,Female,Product,Yes,3,3.0,2.55,54,5,27,0.475
EMP_03304,Male,Service,Yes,3,3.4,1.84,30,9,22,0.3266
EMP_03305,Male,Product,No,2,1.6,5.15,50,4,21,0.2827
EMP_03306,Male,Service,Yes,1,3.9,6.06,49,15,29,0.3135
EMP_03307,Male,Service,Yes,1,1.6,4.72,34,14,12,0.1426
EMP_03308,Male,Product,No,1,7.3,3.87,46,18,11,0.4268
EMP_03309,Male,Service,Yes,2,4.5,1.68,69,10,19,0.3866
EMP_03310,Male,Product,Yes,5,3.9,4.42,67,16,17,0.4656
EMP_03311,Female,Service,Yes,1,2.1,0.85,30,10,4,0.0798
EMP_03312,Female,Product,Yes,5,3.0,8.65,42,9,19,0.5302
EMP_03313,Female,Service,No,4,3.1,0.47,47,16,9,0.3933
EMP_03314,Male,Product,Yes,2,9.9,3.81,33,5,18,0.6128
EMP_03315,Male,Service,Yes,5,8.5,1.0,43,19,19,0.5236
EMP_03316,Female,Product,No,1,1.1,7.75,34,1,29,0.163
EMP_03317,Male,Product,Yes,1,6.6,3.13,62,1,29,0.5557
EMP_03318,Male,Product,No,5,3.3,1.13,55,5,3,0.5261
EMP_03319,Female,Service,No,5,1.9,5.31,33,7,24,0.3549
EMP_03320,Female,Product,Yes,4,7.4,9.16,59,15,24,0.6393
EMP_03321,Male,Service,Yes,2,2.2,9.09,46,11,29,0.386
EMP_03322,Male,Product,Yes,3,5.0,2.5,57,12,18,0.4226
EMP_03323,Female,Service,No,4,6.7,7.2,35,17,23,0.476
EMP_03324,Female,Product,Yes,4,6.0,0.3,56,17,6,0.5209
EMP_03325,Female,Product,Yes,4,9.8,1.32,65,17,18,0.7208
EMP_03326,Female,Product,No,1,8.1,4.99,36,4,26,0.4828
EMP_03327,Female,Product,Yes,5,8.0,2.29,30,2,5,0.5697
EMP_03328,Male,Product,Yes,2,4.2,7.98,39,10,3,0.406
EMP_03329,Male,Product,No,1,1.1,9.31,42,5,19,0.2032
EMP_03330,Female,Service,Yes,4,7.6,0.04,61,10,7,0.6282
EMP_03331,Female,Service,No,2,10.0,2.33,43,10,5,0.6199
EMP_03332,Female,Service,No,1,4.7,4.4,62,11,21,0.3969
EMP_03333,Male,Product,Yes,3,9.9,5.63,59,10,13,0.6821
EMP_03334,Male,Service,No,4,2.3,9.16,38,11,17,0.3711
EMP_03335,Female,Product,Yes,1,3.7,8.92,35,6,4,0.2713
EMP_03336,Female,Service,No,1,2.5,6.37,39,10,27,0.2382
EMP_03337,Female,Product,Yes,4,5.3,2.57,40,8,29,0.4301
EMP_03338,Female,Product,Yes,3,8.2,7.83,68,11,24,0.6832
EMP_03339,Female,Product,Yes,5,4.1,2.03,49,19,9,0.4678
EMP_03340,Female,Service,Yes,3,9.2,9.65,54,7,20,0.6788
EMP_03341,Female,Product,No,4,5.9,0.06,41,12,29,0.4285
EMP_03342,Female,Service,No,5,5.2,5.7,51,6,3,0.5099
EMP_03343,Female,Product,No,1,8.1,0.88,41,12,10,0.3654
EMP_03344,Male,Service,Yes,3,1.9,4.08,43,5,18,0.3044
EMP_03345,Male,Service,Yes,3,8.0,6.35,65,13,28,0.6025
EMP_03346,Female,Product,No,5,3.2,6.9,43,17,17,0.3681
EMP_03347,Male,Product,Yes,1,3.5,7.86,31,9,6,0.3026
EMP_03348,Male,Service,No,3,6.4,5.93,31,17,15,0.4699
EMP_03349,Male,Product,No,5,9.1,2.51,35,19,27,0.5881
EMP_03350,Male,Product,Yes,3,6.2,8.89,54,19,14,0.3936
EMP_03351,Male,Service,No,1,6.8,8.11,32,8,11,0.2903
EMP_03352,Male,Service,No,1,8.0,1.6,52,8,15,0.4744
EMP_03353,Female,Product,No,2,3.3,8.27,38,15,13,0.2557
EMP_03354,Male,Service,Yes,5,8.4,9.73,60,7,14,0.7169
EMP_03355,Male,Product,Yes,4,4.8,6.37,57,6,6,0.539
EMP_03356,Male,Product,Yes,3,2.6,2.82,54,16,28,0.4272
EMP_03357,Female,Service,Yes,1,4.2,6.07,64,8,5,0.4732
EMP_03358,Male,Product,Yes,3,3.2,3.43,30,3,7,0.4529
EMP_03359,Female,Product,No,3,3.1,6.76,31,10,8,0.3051
EMP_03360,Female,Service,No,4,3.5,5.45,44,10,28,0.41
EMP_03361,Female,Service,Yes,1,2.6,9.29,69,19,6,0.3137
EMP_03362,Male,Service,Yes,2,7.0,6.18,45,2,3,0.5388
EMP_03363,Female,Service,No,5,6.2,2.14,52,9,25,0.6243
EMP_03364,Male,Service,Yes,3,6.8,7.25,64,1,7,0.5864
EMP_03365,Non-binary,Product,No,4,4.1,3.01,37,10,4,0.435
EMP_03366,Female,Product,No,4,7.9,2.72,36,18,16,0.4215
EMP_03367,Male,Service,No,5,2.2,3.92,50,1,13,0.3856
EMP_03368,Male,Product,No,5,6.1,0.12,64,12,11,0.5715
EMP_03369,Male,Service,No,1,3.5,9.69,68,5,10,0.4597
EMP_03370,Female,Service,Yes,3,5.7,5.32,66,11,28,0.5388
EMP_03371,Male,Product,Yes,3,3.9,7.73,62,14,9,0.4175
EMP_03372,Female,Service,Yes,5,8.1,2.58,66,15,17,0.562
EMP_03373,Male,Product,Yes,2,9.0,7.47,64,2,11,0.5999
EMP_03374,Female,Product,No,3,7.7,5.67,47,4,12,0.5868
EMP_03375,Female,Service,Yes,4,2.6,4.24,48,19,20,0.3041
EMP_03376,Female,Product,No,5,3.5,9.71,39,13,21,0.4584
EMP_03377,Female,Product,Yes,3,9.3,4.94,33,19,27,0.5886
EMP_03378,Male,Product,Yes,1,4.9,6.57,59,13,24,0.3655
EMP_03379,Male,Service,No,5,9.5,0.15,62,12,4,0.788
EMP_03380,Female,Service,Yes,4,4.5,3.01,33,2,24,0.445
EMP_03381,Male,Service,No,1,9.6,8.89,38,5,16,0.4491
EMP_03382,Male,Service,No,5,9.3,7.59,46,18,23,0.7153
EMP_03383,Male,Product,Yes,5,6.9,5.37,68,19,12,0.6766
EMP_03384,Male,Service,Yes,3,1.1,9.0,53,3,7,0.4562
EMP_03385,Male,Service,Yes,1,4.6,4.86,68,4,7,0.388
EMP_03386,Female,Product,No,5,9.2,5.67,42,18,4,0.6048
EMP_03387,Male,Product,No,4,9.0,3.82,55,12,24,0.6241
EMP_03388,Female,Service,Yes,1,2.7,6.2,48,3,15,0.3406
EMP_03389,Male,Service,No,3,4.6,3.19,46,11,9,0.3558
EMP_03390,Female,Service,Yes,2,8.5,3.85,59,14,27,0.5445
EMP_03391,Male,Service,No,5,6.2,9.66,55,3,23,0.7428
EMP_03392,Female,Product,No,2,8.6,1.11,42,5,29,0.5721
EMP_03393,Female,Service,No,5,8.4,1.05,47,7,17,0.6272
EMP_03394,Male,Product,No,3,9.2,0.43,50,17,29,0.5827
EMP_03395,Female,Product,Yes,3,2.1,3.2,63,19,23,0.2937
EMP_03396,Non-binary,Service,No,3,2.3,3.98,38,3,17,0.3271
EMP_03397,Female,Product,Yes,3,1.7,0.95,59,1,27,0.444
EMP_03398,Female,Service,No,1,9.4,5.49,58,8,8,0.5723
EMP_03399,Male,Product,Yes,1,5.3,5.83,58,5,9,0.5017
EMP_03400,Female,Product,No,5,1.6,7.51,48,3,6,0.5319
EMP_03401,Male,Product,No,1,3.9,9.76,37,17,6,0.274
EMP_03402,Male,Product,No,5,4.2,6.19,46,13,3,0.4871
EMP_03403,Non-binary,Product,Yes,1,8.3,1.12,41,13,13,0.3364
EMP_03404,Male,Product,No,1,7.6,0.89,44,4,7,0.3854
EMP_03405,Female,Service,No,1,7.2,7.78,34,18,4,0.4719
EMP_03406,Female,Product,No,4,1.2,6.5,63,6,7,0.4547
EMP_03407,Female,Product,Yes,3,9.2,1.62,32,2,7,0.6739
EMP_03408,Non-binary,Service,Yes,4,2.9,2.53,34,15,22,0.321
EMP_03409,Male,Service,Yes,1,6.7,7.5,63,2,15,0.5308
EMP_03410,Male,Product,Yes,1,1.6,5.66,38,16,14,0.1387
EMP_03411,Male,Service,Yes,4,1.7,5.85,53,11,12,0.3854
EMP_03412,Male,Service,Yes,5,1.1,2.1,34,17,15,0.2749
EMP_03413,Male,Product,Yes,3,6.1,6.29,56,1,11,0.6734
EMP_03414,Male,Product,Yes,5,6.7,7.71,49,13,7,0.6505
EMP_03415,Female,Service,Yes,3,1.5,8.85,31,8,8,0.3119
EMP_03416,Female,Service,No,2,3.6,7.37,52,3,19,0.4632
EMP_03417,Male,Service,Yes,3,8.7,5.76,63,14,7,0.658
EMP_03418,Female,Product,Yes,5,1.9,6.73,58,14,27,0.4461
EMP_03419,Male,Product,Yes,3,2.9,4.85,64,14,13,0.4056
EMP_03420,Male,Service,No,2,4.8,2.27,59,19,8,0.3679
EMP_03421,Female,Product,No,2,8.6,8.82,32,11,11,0.5399
EMP_03422,Female,Product,Yes,1,3.3,5.33,39,12,14,0.2343
EMP_03423,Female,Service,Yes,2,10.0,5.94,63,1,6,0.7574
EMP_03424,Male,Product,No,4,4.2,9.9,30,1,20,0.4565
EMP_03425,Female,Service,Yes,5,4.5,9.85,35,14,17,0.49
EMP_03426,Female,Service,Yes,4,2.1,5.86,35,18,27,0.2805
EMP_03427,Female,Product,Yes,4,7.1,0.34,45,2,6,0.6427
EMP_03428,Female,Service,Yes,5,3.2,3.96,30,4,16,0.4254
EMP_03429,Female,Product,No,4,6.7,9.37,34,18,29,0.4554
EMP_03430,Female,Service,Yes,4,3.0,2.88,54,4,20,0.4258
EMP_03431,Female,Product,No,4,4.5,9.99,56,17,19,0.5043
EMP_03432,Non-binary,Product,No,2,8.7,0.84,67,16,4,0.4411
EMP_03433,Female,Service,Yes,5,7.7,5.68,55,16,23,0.5835
EMP_03434,Male,Product,Yes,5,2.4,5.15,45,9,21,0.3395
EMP_03435,Female,Service,Yes,5,6.5,2.55,55,10,24,0.576
EMP_03436,Male,Product,Yes,4,6.7,9.49,66,7,16,0.6686
EMP_03437,Male,Product,Yes,2,1.8,6.19,57,9,6,0.3684
EMP_03438,Female,Product,No,5,5.2,2.3,57,16,4,0.5815
EMP_03439,Female,Product,Yes,3,3.3,3.84,59,17,15,0.2762
EMP_03440,Female,Product,No,5,5.2,7.21,42,16,9,0.4803
EMP_03441,Male,Service,Yes,1,8.0,2.98,54,16,29,0.443
EMP_03442,Male,Service,No,3,2.4,8.8,48,19,24,0.2746
EMP_03443,Male,Service,No,5,2.1,1.66,42,10,10,0.3485
EMP_03444,Non-binary,Service,Yes,4,3.4,2.65,40,2,12,0.3681
EMP_03445,Non-binary,Product,Yes,5,9.6,1.45,52,3,23,0.7191
EMP_03446,Female,Service,Yes,2,7.7,1.04,43,7,5,0.5512
EMP_03447,Female,Product,Yes,2,1.2,3.0,39,2,6,0.3237
EMP_03448,Female,Service,Yes,5,4.6,9.99,63,13,23,0.7137
EMP_03449,Female,Product,Yes,4,3.3,0.94,69,4,23,0.5572
EMP_03450,Male,Service,Yes,4,6.7,2.13,52,15,8,0.4678
EMP_03451,Male,Service,No,4,5.1,2.72,69,18,27,0.5068
EMP_03452,Female,Service,Yes,5,9.7,6.19,50,7,22,0.7968
EMP_03453,Female,Service,Yes,5,3.0,7.45,49,18,9,0.4507
EMP_03454,Male,Service,Yes,1,6.3,7.52,61,7,9,0.4661
EMP_03455,Non-binary,Service,Yes,2,7.3,0.09,43,9,24,0.4354
EMP_03456,Male,Product,Yes,3,8.4,6.52,53,12,19,0.6124
EMP_03457,Male,Product,No,3,4.7,6.31,47,1,27,0.4665
EMP_03458,Female,Product,Yes,2,7.2,5.18,59,2,8,0.6349
EMP_03459,Female,Product,Yes,1,3.7,3.79,57,18,21,0.1939
EMP_03460,Female,Product,Yes,2,4.9,7.97,43,14,29,0.3018
EMP_03461,Male,Product,Yes,1,9.1,3.44,50,6,20,0.5167
EMP_03462,Male,Product,Yes,1,9.5,2.3,63,11,14,0.5725
EMP_03463,Female,Service,No,4,7.5,3.1,34,19,21,0.5193
EMP_03464,Female,Service,Yes,2,4.4,4.4,60,8,13,0.4413
EMP_03465,Male,Product,Yes,3,8.4,2.14,32,5,19,0.5243
EMP_03466,Female,Product,No,5,1.2,6.08,52,7,5,0.4266
EMP_03467,Male,Product,Yes,5,1.9,8.84,68,4,17,0.5287
EMP_03468,Female,Product,Yes,2,7.0,5.95,59,15,7,0.5258
EMP_03469,Female,Service,No,5,3.6,4.47,59,1,6,0.6003
EMP_03470,Male,Product,Yes,1,9.6,7.97,65,5,28,0.7064
EMP_03471,Male,Service,No,5,4.9,7.48,67,17,3,0.5943
EMP_03472,Female,Service,Yes,1,4.9,3.67,36,13,23,0.2585
EMP_03473,Female,Service,Yes,1,7.1,6.04,34,17,5,0.3298
EMP_03474,Female,Product,Yes,3,7.9,7.3,35,19,12,0.4669
EMP_03475,Female,Service,Yes,5,5.3,2.45,43,4,29,0.5708
EMP_03476,Female,Product,Yes,3,2.9,3.66,40,17,15,0.3101
EMP_03477,Non-binary,Product,Yes,5,8.0,1.06,66,12,9,0.6995
EMP_03478,Male,Product,No,1,3.9,9.88,31,18,16,0.1869
EMP_03479,Male,Product,No,5,2.6,0.86,60,11,28,0.5535
EMP_03480,Male,Product,Yes,3,6.7,1.69,56,4,29,0.5746
EMP_03481,Male,Product,Yes,4,1.8,4.8,45,12,15,0.2915
EMP_03482,Female,Service,No,3,9.7,8.65,31,9,26,0.6419
EMP_03483,Male,Service,No,4,6.7,3.56,55,18,23,0.4576
EMP_03484,Female,Product,Yes,2,9.9,7.69,45,9,28,0.6209
EMP_03485,Female,Product,No,3,4.1,6.76,38,1,26,0.4578
EMP_03486,Female,Service,Yes,5,9.7,6.39,38,6,24,0.7455
EMP_03487,Male,Product,Yes,4,2.3,8.45,34,19,24,0.2506
EMP_03488,Male,Service,Yes,5,1.4,0.14,65,1,7,0.4878
EMP_03489,Male,Service,No,4,1.3,9.29,36,8,13,0.3466
EMP_03490,Male,Product,No,3,5.2,8.29,61,6,28,0.5422
EMP_03491,Male,Product,No,3,1.7,9.38,58,4,24,0.5089
EMP_03492,Female,Product,Yes,5,5.6,7.94,66,3,16,0.6678
EMP_03493,Female,Product,No,3,3.9,8.79,32,13,3,0.3617
EMP_03494,Female,Product,Yes,5,4.0,2.03,59,2,26,0.5176
EMP_03495,Female,Service,Yes,1,6.7,3.19,69,13,7,0.3367
EMP_03496,Male,Product,Yes,4,2.5,3.15,60,15,26,0.3628
EMP_03497,Female,Product,Yes,5,7.9,1.09,56,8,5,0.7474
EMP_03498,Female,Service,No,4,6.2,7.3,35,12,28,0.4378
EMP_03499,Male,Product,Yes,1,9.2,1.36,58,8,24,0.5722
EMP_03500,Female,Product,No,4,4.3,0.53,38,19,3,0.3965
EMP_03501,Male,Product,Yes,5,9.8,7.75,49,9,19,0.835
EMP_03502,Female,Product,Yes,3,6.2,9.05,40,10,22,0.5257
EMP_03503,Non-binary,Service,No,4,9.8,7.64,48,7,14,0.6859
EMP_03504,Male,Product,Yes,4,1.2,8.25,68,10,28,0.3606
EMP_03505,Female,Service,No,1,7.6,5.96,39,3,15,0.3885
EMP_03506,Female,Product,No,2,8.3,8.88,34,2,8,0.6647
EMP_03507,Non-binary,Product,Yes,3,1.5,4.97,68,7,5,0.4312
EMP_03508,Male,Product,No,5,6.2,9.88,52,10,13,0.6653
EMP_03509,Female,Service,Yes,1,8.2,1.03,35,8,13,0.3061
EMP_03510,Male,Product,No,5,6.0,8.09,60,12,23,0.654
EMP_03511,Male,Product,Yes,5,1.6,6.41,47,17,12,0.3675
EMP_03512,Male,Service,Yes,4,7.2,5.81,50,9,13,0.6174
EMP_03513,Non-binary,Product,Yes,1,1.5,7.26,44,3,18,0.2406
EMP_03514,Female,Product,Yes,1,8.4,8.4,60,4,22,0.5926
EMP_03515,Female,Service,No,3,1.4,8.63,39,7,12,0.2664
EMP_03516,Non-binary,Product,No,2,2.2,1.75,35,18,14,0.1634
EMP_03517,Male,Service,No,5,3.5,1.97,53,17,21,0.3611
EMP_03518,Male,Product,Yes,3,6.7,0.16,62,3,11,0.632
EMP_03519,Male,Service,No,3,9.8,1.32,57,3,6,0.7392
EMP_03520,Male,Service,Yes,5,2.1,2.64,57,13,28,0.4531
EMP_03521,Male,Product,Yes,4,2.3,7.21,39,17,17,0.2409
EMP_03522,Male,Service,Yes,4,4.3,4.76,52,18,25,0.417
EMP_03523,Male,Service,Yes,5,8.5,7.58,44,19,23,0.6517
EMP_03524,Male,Product,No,1,5.2,4.87,66,17,9,0.3874
EMP_03525,Male,Product,Yes,2,3.9,5.56,43,16,7,0.3791
EMP_03526,Male,Service,Yes,4,6.1,1.11,43,16,21,0.4035
EMP_03527,Non-binary,Service,No,2,3.3,7.77,36,1,24,0.3634
EMP_03528,Female,Product,No,3,4.6,7.58,65,14,27,0.4842
EMP_03529,Non-binary,Service,No,3,4.0,3.08,47,15,17,0.3579
EMP_03530,Male,Product,Yes,5,8.2,3.29,44,4,8,0.7405
EMP_03531,Male,Service,No,5,9.3,2.2,62,11,22,0.6407
EMP_03532,Female,Service,Yes,5,7.8,8.14,51,18,17,0.6034
EMP_03533,Male,Service,Yes,4,5.0,7.47,46,17,19,0.4308
EMP_03534,Male,Product,No,2,5.5,6.09,55,9,21,0.4887
EMP_03535,Male,Service,No,3,2.1,2.39,44,14,5,0.3284
EMP_03536,Male,Product,No,2,7.7,1.72,69,3,20,0.6175
EMP_03537,Male,Product,Yes,4,6.4,0.5,47,4,12,0.668
EMP_03538,Male,Product,No,2,9.1,0.46,37,16,17,0.4466
EMP_03539,Female,Service,No,2,2.8,1.87,32,12,20,0.1925
EMP_03540,Male,Product,Yes,5,7.8,1.01,43,8,26,0.7145
EMP_03541,Male,Product,Yes,2,7.2,5.56,63,9,17,0.5298
EMP_03542,Female,Service,No,2,3.4,3.58,62,11,26,0.3183
EMP_03543,Male,Service,Yes,2,7.0,4.45,66,5,21,0.6154
EMP_03544,Male,Service,No,1,9.3,5.94,30,12,22,0.4157
EMP_03545,Female,Service,Yes,3,9.3,6.59,64,2,7,0.7652
EMP_03546,Male,Product,No,3,7.5,6.48,39,11,13,0.5865
EMP_03547,Male,Service,No,2,1.4,2.61,48,11,11,0.2278
EMP_03548,Male,Service,Yes,5,8.9,8.1,40,1,7,0.8319
EMP_03549,Male,Product,No,5,6.9,9.18,64,17,13,0.658
EMP_03550,Female,Product,Yes,5,3.8,3.16,31,17,24,0.3013
EMP_03551,Female,Product,Yes,3,2.7,0.17,32,4,9,0.3705
EMP_03552,Male,Product,Yes,4,2.0,8.99,44,14,29,0.4316
EMP_03553,Female,Service,Yes,2,1.5,9.24,57,5,4,0.3723
EMP_03554,Male,Service,No,3,7.8,0.51,31,4,22,0.5098
EMP_03555,Male,Service,No,5,3.1,0.05,59,6,24,0.5188
EMP_03556,Female,Product,Yes,3,1.2,8.16,67,18,22,0.2783
EMP_03557,Male,Product,Yes,3,4.6,3.01,34,13,23,0.4216
EMP_03558,Male,Service,Yes,3,5.3,9.15,35,6,21,0.488
EMP_03559,Male,Product,No,5,2.5,2.17,34,15,20,0.3641
EMP_03560,Male,Service,No,4,1.4,8.61,41,5,18,0.3845
EMP_03561,Male,Product,No,1,2.7,0.69,33,6,3,0.2688
EMP_03562,Female,Service,No,2,7.1,2.61,53,18,5,0.3709
EMP_03563,Male,Product,Yes,2,1.7,9.73,54,7,28,0.4529
EMP_03564,Male,Product,Yes,3,6.0,2.31,55,6,11,0.5248
EMP_03565,Male,Product,No,4,2.3,1.33,62,8,19,0.4351
EMP_03566,Female,Service,No,5,2.8,8.57,50,5,10,0.478
EMP_03567,Female,Service,No,1,4.5,1.18,52,4,23,0.4462
EMP_03568,Female,Product,No,1,1.9,0.97,66,19,18,0.2025
EMP_03569,Female,Service,No,3,2.6,3.23,66,10,14,0.4324
EMP_03570,Female,Service,No,3,4.1,6.35,41,9,6,0.3769
EMP_03571,Male,Service,No,5,4.0,7.11,66,1,7,0.7122
EMP_03572,Male,Service,No,5,7.7,8.81,50,19,29,0.5801
EMP_03573,Female,Product,Yes,5,1.7,5.41,42,12,9,0.4278
EMP_03574,Non-binary,Product,Yes,3,8.7,3.93,62,19,26,0.538
EMP_03575,Female,Service,Yes,4,8.3,3.59,35,13,20,0.4963
EMP_03576,Male,Service,No,3,7.9,8.47,41,15,24,0.4967
EMP_03577,Male,Service,Yes,3,3.8,7.24,67,2,22,0.4744
EMP_03578,Male,Service,Yes,1,8.4,9.05,59,12,16,0.5196
EMP_03579,Female,Product,Yes,5,2.6,9.64,66,18,10,0.5458
EMP_03580,Male,Service,No,2,2.1,3.0,47,4,15,0.4017
EMP_03581,Male,Product,Yes,5,1.4,5.3,45,12,6,0.5016
EMP_03582,Female,Service,Yes,4,9.5,6.32,36,13,14,0.6109
EMP_03583,Male,Product,Yes,4,3.8,1.64,30,4,5,0.4164
EMP_03584,Female,Service,No,5,9.3,0.53,57,14,7,0.6984
EMP_03585,Male,Product,Yes,5,3.5,8.68,32,18,6,0.3127
EMP_03586,Male,Product,Yes,3,9.2,5.36,68,6,17,0.6784
EMP_03587,Male,Product,No,2,9.1,5.71,39,1,7,0.5781
EMP_03588,Female,Service,Yes,3,9.3,5.55,43,10,11,0.5606
EMP_03589,Male,Service,Yes,1,5.5,7.55,44,18,16,0.2867
EMP_03590,Male,Product,No,1,8.8,1.46,35,19,29,0.2931
EMP_03591,Non-binary,Service,Yes,4,9.6,6.14,68,2,18,0.814
EMP_03592,Male,Service,No,4,3.9,4.69,45,15,5,0.3202
EMP_03593,Female,Product,Yes,2,4.8,8.97,47,3,17,0.4332
EMP_03594,Female,Product,Yes,4,7.5,5.2,64,8,20,0.5753
EMP_03595,Male,Service,No,1,3.7,9.43,54,19,20,0.322
EMP_03596,Female,Service,No,2,7.8,3.53,62,11,16,0.6315
EMP_03597,Male,Product,Yes,1,1.7,9.67,62,14,27,0.2233
EMP_03598,Female,Service,Yes,5,5.7,8.75,48,16,9,0.5037
EMP_03599,Male,Product,No,5,2.1,5.84,67,10,28,0.5231
EMP_03600,Female,Product,No,2,3.6,3.54,40,17,22,0.2183
EMP_03601,Male,Product,Yes,3,3.3,3.76,68,15,8,0.3284
EMP_03602,Female,Product,No,4,8.6,7.73,32,11,28,0.5119
EMP_03603,Male,Service,Yes,2,2.7,5.81,67,8,18,0.3176
EMP_03604,Male,Service,Yes,4,8.3,4.02,30,8,24,0.641
EMP_03605,Male,Product,Yes,1,8.1,6.36,69,7,21,0.6245
EMP_03606,Male,Product,Yes,3,5.5,7.33,54,12,11,0.4548
EMP_03607,Female,Service,Yes,4,3.1,0.23,61,16,22,0.4033
EMP_03608,Male,Service,Yes,5,3.0,0.9,65,16,3,0.507
EMP_03609,Female,Service,Yes,5,5.2,0.94,33,10,20,0.418
EMP_03610,Non-binary,Service,Yes,1,1.1,2.32,52,7,23,0.2199
EMP_03611,Female,Product,Yes,2,5.8,4.27,45,4,16,0.3724
EMP_03612,Male,Service,Yes,4,9.6,8.04,40,2,16,0.7258
EMP_03613,Male,Product,No,1,2.4,3.51,51,9,10,0.2871
EMP_03614,Female,Product,Yes,5,6.2,0.17,68,15,25,0.6531
EMP_03615,Male,Product,No,5,9.7,4.83,62,14,27,0.7732
EMP_03616,Male,Product,Yes,5,8.7,9.97,67,12,19,0.6504
EMP_03617,Female,Service,Yes,3,8.7,3.49,42,17,20,0.4535
EMP_03618,Female,Service,Yes,3,8.4,9.61,50,17,17,0.5453
EMP_03619,Female,Product,No,5,3.8,1.01,41,13,12,0.4402
EMP_03620,Male,Product,Yes,2,9.0,1.73,55,8,22,0.5806
EMP_03621,Female,Product,Yes,3,9.5,7.24,30,10,18,0.5484
EMP_03622,Male,Product,No,4,5.5,5.01,51,13,9,0.5493
